price_per_unit,quality_score,delivery_time_days,on_time_delivery_rate,defect_rate,return_rate,delivery_mode,lead_time_variance,forecast_accuracy,seasonality_index,demand_volatility_index,order_frequency_monthly,avg_order_volume,payment_term_days,offer_validity_days,procurement_action_code,delivery_term_code,items_requested,items_offered,temporal_month,supplier_reliability_score,selected_supplier_flag
87.86,1.6,25,0.81,0.02,0.01,Road,4.48,0.7,1.07,0.33,21,9314.03,15,34,3,3,936,782,5,0.51,1
122.73,8.9,10,0.85,0.05,0.05,Air,4.56,0.98,0.82,0.71,22,1323.76,30,21,1,1,712,142,5,0.03,1
454.35,4.5,2,0.79,0.01,0.01,Sea,4.69,0.69,0.81,0.97,34,4224.74,45,23,3,0,883,863,3,0.58,0
322.89,5.88,9,0.74,0.08,0,Sea,4.8,1,0.86,0.34,10,5166.33,90,8,3,0,918,150,4,0.39,0
54.14,9.71,24,0.76,0.07,0.02,Sea,2.46,0.9,1.06,0.52,1,1434.73,30,33,0,2,765,345,8,0.52,1
95.66,1.6,23,0.73,0.09,0.04,Road,2.65,0.76,0.82,0.26,1,5083.5,60,42,1,0,383,867,5,0.44,1
348.58,6.83,3,0.9,0.07,0.02,Air,0.65,0.65,0.81,0.68,24,2147.9,15,20,0,2,251,508,9,0.5,0
52.28,1.67,18,0.9,0.09,0.04,Air,0.69,0.73,0.85,0.37,3,9360.07,45,49,1,0,743,658,3,0.11,1
122.36,4.38,7,0.99,0.06,0.04,Sea,3.86,0.68,1.18,0.48,31,4539.86,15,38,3,2,976,185,10,0.01,0
296.93,8.23,15,0.92,0.06,0.01,Sea,4.28,0.85,1.16,0.57,43,9949.52,60,18,2,2,900,809,3,0.34,1
361.35,4.9,21,0.72,0.1,0.05,Air,3.92,0.74,0.83,0.69,41,560.46,45,29,0,3,177,860,8,0.25,0
343.38,9.97,22,0.97,0.06,0,Sea,4.17,0.72,0.92,0.06,13,1363.05,30,22,3,1,130,45,8,0.25,0
150.92,6.03,20,0.96,0,0.04,Sea,1.38,0.9,1.18,0.55,4,4487.79,30,50,1,1,975,997,12,0.94,1
370.48,3.89,18,0.83,0.07,0.02,Sea,2.33,0.69,0.84,0.43,23,8756.16,90,8,3,3,11,152,7,0.82,0
156.76,2.98,25,0.88,0.09,0.03,Road,2.3,0.83,0.84,0.13,6,5596.74,60,13,3,0,127,658,6,0.01,1
196.43,4.15,3,0.99,0.08,0.02,Road,4.98,0.68,0.83,0.21,34,7350.2,45,27,3,0,657,537,7,0.01,0
385.92,4.35,28,0.86,0.06,0.01,Air,4.75,0.89,1.19,0.88,41,4293.28,15,37,2,1,851,771,7,0.78,1
342.33,1.62,23,0.97,0.07,0.02,Road,2.99,0.85,1.1,0.87,18,501.07,15,29,0,2,648,513,6,0.98,1
432.15,4.33,14,0.72,0.1,0.01,Road,0.69,0.92,0.89,0.03,36,6513.34,45,31,0,2,762,15,9,0.47,1
345.93,5.18,24,0.76,0.01,0.01,Air,1.29,0.63,0.82,0.69,26,6376.61,60,41,0,1,516,593,5,0.43,1
305.74,7.5,2,0.83,0.07,0.01,Road,1.82,0.68,1.19,0.55,33,807.14,60,41,2,1,383,682,5,0.28,1
92.15,6.91,14,0.88,0.03,0.02,Air,4.37,0.66,0.97,0.94,33,1791.73,15,51,2,3,117,233,6,0.67,0
215.47,7.38,22,0.94,0.06,0.04,Sea,0.85,0.68,1.04,0.91,25,4813.94,45,13,1,0,308,887,10,0.47,1
169.34,1.08,11,1,0.06,0.03,Air,1.1,0.64,0.91,0.58,17,4521.71,45,11,0,2,442,365,11,0.17,0
159.8,2.96,16,0.82,0.02,0.04,Air,1.75,0.82,1.1,0.14,3,7548.93,15,38,1,3,121,947,4,0.48,0
487.85,6.96,8,0.71,0.02,0.03,Air,4.63,0.84,0.88,0.46,22,3935.39,45,59,3,1,415,836,10,0.38,1
226.89,5.36,7,0.94,0.06,0.03,Sea,2.52,0.94,1.11,0.73,49,6666.67,45,11,1,3,979,45,10,0.89,0
451.42,1.05,11,0.88,0.01,0.03,Sea,3.23,0.77,0.89,0.95,35,7073.79,30,31,1,3,509,555,9,0.77,0
334.01,8.24,3,0.76,0.03,0.02,Sea,1.94,0.81,0.84,0.36,4,6485.54,30,37,3,2,684,907,12,0.7,0
407.67,7.96,17,0.85,0.08,0.03,Air,0.94,1,0.99,0.78,28,6001.64,90,26,3,3,796,534,2,0.33,1
276.19,5.94,14,0.92,0.03,0,Air,1.11,0.81,1.13,0.68,13,8076.27,90,28,1,2,909,948,11,0.14,0
309.61,1.6,6,0.93,0.05,0.04,Air,4.01,0.83,0.95,0.08,30,6605.36,60,44,1,1,28,723,12,0.86,0
271.63,7.9,8,0.85,0.09,0.04,Air,4.47,1,0.81,0.56,47,8358.43,30,19,0,2,754,66,3,0.34,0
137.86,6.25,22,0.79,0.02,0.01,Air,2.47,1,1.02,0.18,12,6403.19,30,45,2,0,29,16,9,0.59,1
375.1,8.04,5,0.99,0.04,0.04,Air,1.78,0.77,1.07,0.68,3,1673.83,30,8,3,1,762,452,1,0.59,1
176.35,7.77,27,0.9,0.06,0,Air,4.04,0.85,1.1,0.61,21,3163.51,30,28,1,2,781,324,5,0.93,1
60.94,8.23,28,0.82,0.08,0.01,Road,3.37,0.79,0.96,0.97,40,3370.52,60,15,2,1,570,120,3,0.17,1
340.46,5.66,8,0.78,0.09,0,Sea,0.2,0.89,0.84,0.94,1,1029.76,15,57,1,3,515,125,3,0.77,1
129.7,2.26,2,0.92,0.09,0.04,Road,1.75,0.98,1.03,0.01,18,6953.84,60,8,0,1,163,316,1,0.46,1
473.21,7.04,15,0.77,0.08,0.04,Sea,3.41,0.72,0.93,0.08,13,5991.6,15,51,1,2,524,780,8,0.17,1
479.27,6.58,12,0.75,0.02,0.04,Air,2.87,0.93,1.18,0.77,7,5938.57,90,38,3,3,829,676,3,0.84,1
461.69,7.68,17,0.86,0,0,Road,4.89,0.86,1,0.69,13,4837.32,30,14,1,0,487,727,4,0.82,1
216.57,2.53,1,0.79,0.04,0.03,Air,4.33,0.71,0.99,0.8,17,5476.93,15,22,1,1,393,319,5,0.04,1
56.96,2.75,15,0.89,0.01,0.04,Road,0.3,0.92,0.92,0.27,45,180.06,60,39,3,2,813,103,5,0.71,0
467.74,9.01,14,0.74,0.07,0.01,Road,3.63,0.77,0.94,0.85,32,1052.86,15,17,0,1,690,201,12,0.15,1
242.68,7.75,20,0.9,0.07,0.03,Air,1.68,0.65,1.01,0.44,29,6865.19,45,38,3,1,207,811,2,0.61,0
484.99,9.17,22,0.78,0,0,Road,3.41,1,0.92,0.26,45,2688.52,90,14,1,2,188,288,7,0.64,0
483.63,7.83,16,0.7,0.08,0.01,Road,3.09,0.77,1.16,0.01,30,1168.32,90,38,0,0,624,569,6,0.67,0
433.85,6.37,29,0.74,0.02,0.02,Sea,2.52,0.82,0.98,0.87,11,3353.69,30,27,3,2,740,64,11,0.12,0
182.5,6.89,9,0.98,0.04,0.03,Air,4.26,0.92,0.92,0.54,14,2619.38,30,31,2,1,537,26,7,0.6,0
223.29,9,1,0.96,0.07,0.01,Air,3.54,0.98,0.86,0.98,10,390.79,60,26,2,0,56,344,10,0.1,0
433.01,6.21,28,0.77,0.04,0.01,Road,4.45,0.95,1.07,0.71,8,4164.52,15,7,2,0,857,71,10,0.75,1
192.61,6.69,17,0.93,0.04,0.01,Air,1.41,0.81,0.81,0.08,31,367.59,45,27,3,0,567,646,3,0.06,0
126.27,2.41,29,0.88,0.01,0.01,Sea,1.74,0.82,0.98,0.59,6,103.87,90,13,0,0,621,758,8,0.76,0
300.56,5.27,13,0.99,0.04,0.01,Sea,3.11,0.71,1.02,0.02,19,7945.49,15,31,3,1,192,582,6,0.88,1
471.27,7.45,21,0.81,0.08,0.02,Air,4.83,0.79,0.94,0.56,19,3218.22,45,15,1,2,363,966,7,0.3,0
363.21,3.44,26,0.9,0.09,0.03,Air,1.86,0.98,1.1,0.35,12,5719.11,15,28,3,2,496,565,9,0.78,0
306.53,2.82,21,0.72,0.04,0.02,Sea,0.16,0.89,1.07,0.64,39,3047.73,30,8,2,3,225,336,8,0.42,1
93.73,3.82,5,0.82,0.04,0.04,Air,2.23,0.6,1.19,0.54,18,9307.23,90,59,2,3,901,902,8,0.8,0
326.75,3.17,10,0.99,0.07,0.04,Road,2.72,0.65,1,0.26,3,7318.89,45,25,1,3,432,137,3,0.69,1
495.52,2.93,6,0.86,0.09,0.01,Air,4,0.97,1.02,0.16,9,3754.79,30,12,3,0,655,509,1,0.29,1
113.04,4.82,24,0.79,0.03,0,Road,3.64,0.94,0.9,0.4,6,2185.21,60,11,2,0,861,268,12,0.19,0
283.25,9.17,19,0.74,0.04,0.04,Sea,4.82,0.79,0.95,0.99,1,1464.28,60,51,3,2,838,722,1,0.91,0
444.82,5.56,25,0.91,0.08,0,Air,3.91,0.85,0.81,0.44,42,7647.94,30,16,2,0,18,844,10,0.84,0
383.35,2.69,13,0.89,0.06,0.01,Sea,1.49,0.72,1.08,0.75,40,4585.06,45,7,1,2,222,633,2,0.66,0
363.66,1.69,1,0.81,0.01,0,Air,3.21,0.92,0.92,0.06,29,2396.44,45,32,0,3,148,876,8,0.35,1
366.12,7.27,20,0.99,0.06,0.03,Road,3.36,0.84,1.02,0.38,49,9204.3,90,32,0,2,743,913,10,0.51,1
211.77,4.45,25,0.71,0.02,0.03,Air,4.99,0.88,0.9,0.58,35,3961.95,30,24,2,0,330,419,6,0.56,1
182.12,8.4,15,0.79,0.05,0.05,Sea,0.69,0.75,1.05,0.75,35,5480.58,60,27,2,2,100,897,6,0.09,0
414.21,6.94,14,0.98,0.05,0.04,Road,0.96,0.77,0.98,0.53,30,8592.21,30,52,3,2,899,152,1,0.97,0
414.55,8.17,8,0.8,0.09,0.02,Air,0.78,0.68,0.99,0.52,35,8350.41,15,18,0,2,324,910,2,0.09,0
440.18,3.45,10,0.78,0.05,0.02,Sea,2.95,0.98,1.18,0.76,39,6415.74,45,44,3,0,121,406,5,0.72,0
460.96,7.23,9,0.86,0.03,0.01,Sea,0.68,0.98,1.08,0.31,22,8897.38,15,20,2,1,122,728,3,0.49,0
280.1,3.38,17,0.95,0.02,0.01,Air,3.28,0.93,0.9,0.09,43,9525.77,60,55,0,3,719,368,2,0.76,1
275.68,9.45,9,0.73,0.09,0.01,Sea,4.02,0.97,1,0.35,28,9357.63,45,38,3,1,383,661,9,0.26,1
409.23,6.73,3,0.98,0.02,0.01,Road,2.16,0.87,0.99,0.16,18,3555.17,60,45,2,1,272,748,10,0.4,1
342.48,3.92,11,0.94,0.04,0.01,Air,2.8,0.69,1.12,0.97,32,4031.99,60,41,3,1,377,328,7,0.53,1
365.89,3.43,12,0.75,0.02,0.01,Road,4.56,0.9,1.13,0.58,5,2480.99,60,23,3,1,387,657,1,0.12,1
408.11,2.72,10,0.91,0.08,0.02,Sea,2.85,0.73,0.91,0.45,34,8384.62,90,16,2,0,838,979,11,0.85,0
450.5,7.25,25,0.82,0.05,0.05,Sea,1.04,0.78,1.13,0.91,31,1306.06,60,41,3,0,834,811,1,0.99,1
202.1,2.97,17,0.82,0.04,0.03,Sea,1.72,0.71,0.87,0.9,46,3615.33,60,22,3,1,863,721,3,0.42,1
219.01,6.36,17,0.93,0.04,0.05,Road,2.65,0.77,1.11,0.42,33,196.36,15,12,0,1,683,287,10,0.38,1
92.29,3.38,25,0.99,0.09,0.02,Sea,0.77,0.87,0.9,0.87,4,5987,15,10,3,2,605,827,6,0.59,0
310.23,6.96,11,0.74,0.06,0.02,Air,3.06,0.64,0.92,0.06,14,6618,15,58,1,2,566,661,2,0.69,0
66.17,8.33,22,0.83,0.07,0.02,Air,5,0.64,1.14,0.89,15,2564.98,45,15,2,3,54,671,11,0.87,1
259.52,8,4,0.84,0.09,0.01,Sea,3.26,0.87,0.97,0.31,20,7393.63,90,35,3,3,280,100,8,0.37,0
294.19,7.85,7,0.81,0.09,0.01,Air,1.86,0.91,1.2,0.57,20,3877.21,45,13,2,3,504,707,12,0.76,0
178.94,2.69,21,0.81,0.03,0.05,Road,1.66,0.82,0.86,0.27,49,3185.94,90,22,1,2,914,91,4,0.24,1
315.87,1.8,26,0.72,0.1,0.05,Road,4.66,0.67,0.99,0.98,35,9566.04,90,12,2,1,731,28,8,0.68,0
63.73,7.29,14,0.91,0,0,Sea,4.36,0.77,1.09,0.07,4,5928.06,30,50,1,1,695,388,12,0.47,0
66.81,4.32,7,0.83,0.04,0.01,Air,2.36,0.9,0.8,0.45,18,2597.96,30,9,1,3,256,654,7,0.66,0
420.17,4.89,24,0.76,0.09,0.02,Air,1.77,0.87,0.86,0.62,24,9834.1,30,50,0,3,183,793,2,0.38,1
212.09,1.28,8,0.94,0.03,0.01,Sea,3.55,0.64,0.81,0.62,27,3936.74,90,58,1,0,45,378,9,0.29,1
107.18,3.34,1,0.94,0.03,0.02,Road,1.57,0.99,1.2,0.74,33,6513.51,90,20,0,3,311,690,5,0.49,1
285.01,1.3,24,0.85,0.03,0.01,Sea,0.6,0.69,1.1,0.72,25,7266.15,45,20,3,2,819,467,6,0.9,0
396.5,8.91,22,0.79,0.06,0.02,Air,1.55,0.69,0.95,0.79,5,4280.73,90,15,0,2,167,28,2,0.67,1
147.12,3.19,4,0.89,0.04,0.01,Air,2.17,0.78,0.86,0.23,18,5405.58,60,42,0,3,660,262,3,0.61,0
330.3,6.02,29,0.79,0.07,0.02,Sea,1.28,0.73,0.84,0.37,45,2473.84,60,29,3,3,895,373,10,0.72,0
88.41,1.35,12,0.77,0.09,0,Road,1.08,0.99,1.01,0.38,46,4711.64,90,58,2,0,42,202,12,0.73,1
73.26,7,24,0.92,0.07,0.02,Road,0.03,0.63,1.19,0.96,20,3176.92,60,21,2,0,772,287,8,0.29,1
289.11,3.91,3,0.71,0.02,0.05,Sea,3.15,0.72,1.07,0.41,35,5519.83,90,13,3,0,391,666,11,0.23,0
293.29,9.08,13,0.73,0.09,0.02,Air,3.07,0.75,0.95,0.22,6,6731.91,30,26,1,2,887,44,5,0.51,0
336.84,8.99,20,0.7,0.03,0.04,Road,0.94,0.8,1,0.63,27,6178.65,90,25,0,0,433,688,10,0.15,1
376.74,3.93,6,0.75,0.01,0.04,Sea,4.72,0.61,1.2,0.43,28,7789.5,30,12,2,1,847,253,1,0.47,1
489.13,9.11,11,0.72,0.01,0.05,Air,2.05,0.63,1.01,0.25,11,511.15,15,57,2,1,692,594,9,0.69,0
282.34,9.97,23,1,0.06,0.04,Road,0.13,0.7,1.19,0.72,9,878.11,60,45,1,1,631,832,11,0.01,0
195.33,8.43,4,0.79,0.01,0.03,Road,1.1,0.82,0.81,0.19,28,2132.61,15,7,2,0,688,654,12,0.11,1
407.83,8.6,20,0.74,0.01,0.04,Sea,3.46,0.91,1.09,0.63,19,9859.45,60,13,2,2,646,82,1,0.96,0
171.87,3.24,16,0.77,0.03,0,Air,1.01,0.87,1.05,0.43,39,8022.65,15,41,2,2,735,636,9,0.93,0
247.54,6.19,7,0.98,0.03,0.02,Road,0.27,0.83,1.07,0.32,21,9248.8,90,31,3,0,304,276,10,0.42,0
85.31,1.61,22,0.86,0.06,0.05,Sea,3.09,0.76,1.03,0.95,31,2793.69,15,44,2,3,702,343,6,0.59,0
61.41,1.85,29,0.81,0.08,0.04,Road,2.59,0.95,0.82,0.32,42,5781.18,60,29,2,3,604,631,7,0.16,1
483.19,9.99,11,0.96,0.08,0.05,Air,3.81,0.78,0.86,0.35,7,5593.36,45,31,3,0,991,177,1,0.33,1
426.19,3.94,24,0.82,0.03,0.04,Road,3.86,0.72,1.17,0.87,37,5738.24,60,44,2,2,424,737,10,0.79,1
363.19,7.73,1,0.8,0.02,0.04,Air,4.8,0.85,0.89,0.13,25,7203.91,45,17,1,1,883,349,11,0.86,0
234.03,8.26,26,0.76,0.1,0.04,Road,0.29,0.88,1.2,0.11,28,4000.4,90,40,0,3,328,106,1,0.41,0
127.98,8.72,29,0.81,0,0.04,Road,0.19,0.76,1.07,0.28,36,6804.38,60,37,3,1,34,909,5,0.31,1
120.4,9.98,27,0.8,0.09,0.03,Sea,4.94,0.61,0.98,0.59,17,7905.53,15,44,3,2,767,904,2,0.68,0
162.61,3.17,7,0.9,0.02,0.05,Road,3.22,0.64,1.17,0.38,26,2961.83,90,56,2,3,562,601,11,0.72,0
297.15,1.36,12,0.79,0.09,0.04,Air,3.58,0.94,1.12,0.61,28,9462.86,60,52,0,0,443,738,10,0.98,0
371.57,4.7,7,0.87,0.03,0.04,Sea,0.48,0.62,0.97,0.16,37,5228.68,90,18,1,1,68,707,12,0.7,1
347.09,2.17,27,0.72,0.04,0.03,Air,0.35,0.84,0.83,0.26,17,7354.35,45,15,1,1,186,970,5,0.24,0
175.97,1.2,23,0.76,0.07,0.02,Air,0.8,0.67,1.15,0.57,49,7316.36,90,19,0,1,551,892,5,0.06,0
479.69,4.24,7,0.82,0.06,0,Sea,2.14,0.69,1.11,0.22,17,5695.91,15,26,0,0,54,993,6,0.26,1
382.05,8.05,10,0.98,0.03,0.05,Air,0.55,0.71,1.12,0.42,33,3294.57,60,27,1,0,461,73,9,0.23,1
299.46,6.1,16,0.81,0.06,0.03,Road,2.23,0.62,1.1,0.57,34,6702.7,45,28,2,1,318,588,6,0.09,1
325.27,3.82,26,0.9,0.07,0.01,Sea,2.81,0.67,0.91,0.97,23,964.12,90,7,0,0,163,105,10,0.44,0
238.82,6.89,8,0.78,0,0.01,Road,0,0.86,1.14,0.08,30,9816.21,30,46,0,3,976,555,11,0.29,1
161.48,3.09,9,0.74,0,0.04,Road,0.57,0.8,0.8,0.46,27,1921.57,45,47,2,2,561,378,1,0.93,0
210.19,1.13,9,0.72,0.05,0.04,Air,1.88,0.92,0.89,0.4,9,2826.72,45,23,3,3,149,354,5,0.4,1
391.03,7.88,2,0.79,0.01,0.04,Air,0.27,0.62,0.82,0.82,20,9548.95,15,51,0,0,778,451,2,0.88,1
56.48,6.61,13,0.75,0.07,0.03,Road,0.67,0.96,0.84,0.9,23,1946.76,15,10,2,2,591,460,11,0.31,1
102.23,7.86,13,0.75,0.02,0.02,Sea,1.16,1,1.01,0.91,47,1783.92,90,12,1,1,394,912,8,0.83,1
70.7,1.35,23,0.93,0.04,0.02,Road,2.15,0.61,0.81,0.38,19,8064.91,30,51,3,1,657,243,7,0.45,0
68.33,8.53,23,0.7,0.02,0,Road,3.57,0.99,0.87,0.3,37,2587.75,45,55,0,2,757,684,11,0.03,0
434.96,6.58,4,0.87,0.05,0.04,Air,0.66,0.69,0.89,0.45,45,1037.79,90,25,2,3,633,166,6,0.49,0
366.65,6.07,25,0.81,0.01,0,Air,3.69,0.88,1.06,0.34,4,2343.77,30,36,3,1,42,802,2,0.23,1
263.38,6.62,24,0.85,0,0.03,Road,4.28,0.72,0.99,0.72,13,8894.9,90,29,2,1,717,37,3,0.31,0
94.03,8.78,12,0.87,0.01,0.03,Road,3.26,0.81,0.98,0.21,38,2875.16,45,38,1,1,380,481,9,0.68,1
271.23,6.28,17,0.79,0.1,0.03,Air,0.22,0.8,1.11,0.66,12,6981.1,90,35,0,0,187,590,9,0.53,1
263.06,6.23,2,0.79,0.01,0.05,Road,2.2,0.74,0.98,0.93,9,4011.88,15,14,2,3,369,932,7,0.89,0
127.94,9.92,13,0.92,0.07,0,Air,3.3,0.89,0.94,0.28,15,2694.98,15,27,0,0,655,467,2,0.94,1
245.23,7.81,29,0.96,0.01,0.04,Road,4.89,0.84,1.18,0.68,21,1526.07,60,23,2,2,965,853,12,0.69,1
229.33,4.98,18,0.76,0.01,0,Sea,4.76,0.8,0.8,0.14,15,9724.7,30,23,0,2,712,347,12,0.86,1
327.13,7.37,28,0.73,0.05,0,Sea,1.98,0.99,0.92,0.12,49,5259.04,45,27,0,0,445,751,12,0.2,1
335.79,4.5,28,0.97,0.05,0.02,Road,3.08,0.98,1.04,0.12,5,1236.07,30,21,3,1,908,913,7,0.08,1
70.39,3.06,27,0.8,0.1,0,Air,4.45,0.98,1.11,0.14,5,2068.26,15,33,2,0,856,431,1,0.33,0
218.58,6.37,15,0.87,0.09,0.04,Road,4.16,0.95,1.13,0.22,25,4132.24,45,31,2,3,975,384,9,0.33,0
331.64,9.35,8,0.81,0.08,0.03,Road,2.4,0.7,0.82,0.56,24,5487.29,60,39,0,1,15,871,9,0.67,1
276.41,9.36,15,0.74,0.06,0,Air,1.31,0.74,1.08,0.77,37,1899.79,15,8,0,2,814,658,6,0.84,1
435.42,4.08,1,0.88,0.05,0,Road,0.69,0.69,1.09,0.13,31,2849.51,15,58,3,3,700,633,10,0.3,0
346.41,5.75,20,0.86,0.04,0.03,Air,2.44,0.99,0.89,0.87,46,7858.69,30,48,1,2,804,308,1,0.42,1
123.32,2.9,10,0.76,0.09,0.04,Road,3.61,0.66,0.85,0.84,34,4233.07,90,22,2,3,627,34,8,0.1,0
81.76,9.96,12,0.84,0.06,0.02,Air,4.85,0.75,1.1,0.73,41,113.88,30,42,0,3,951,615,6,0.41,0
339.09,9.83,5,0.94,0.06,0.03,Road,4.31,0.68,0.9,0.43,14,634.01,15,14,3,3,767,75,9,0.21,1
61.93,6.85,9,0.88,0.02,0.04,Sea,1.02,0.69,0.8,0,27,4449.35,30,22,0,2,846,538,9,0.38,1
313.6,8.24,23,0.73,0,0.03,Air,3.6,0.7,0.89,0.73,47,695.17,90,13,2,0,900,630,7,0.27,1
473.1,7.44,8,0.86,0.09,0.01,Sea,1.45,0.86,0.81,0.88,4,1821.65,60,11,3,0,240,400,4,0.81,0
308.96,6.34,16,0.91,0.03,0.03,Air,3.42,0.63,0.9,0.34,23,7305.98,45,29,3,1,410,287,11,0,0
224.68,1.48,14,0.94,0.04,0.03,Air,3.33,0.83,0.93,0.72,38,4855.8,15,14,0,2,736,19,1,0.34,1
339.48,5.09,27,0.89,0.01,0.04,Air,1.36,0.93,0.91,0.06,46,4876.37,30,9,0,1,794,355,3,0.97,1
256.21,7.07,25,0.75,0.08,0.03,Air,1.17,0.91,1.17,0.71,5,6022.36,15,41,1,1,626,150,6,0.68,0
295.53,7.1,13,0.91,0,0.05,Road,0.52,0.66,0.89,0.07,27,7906.33,45,56,1,3,895,819,1,0.77,0
473.66,4.36,23,0.9,0.08,0.01,Road,0.25,0.97,0.99,0.59,43,1670,30,42,2,3,32,37,4,0.86,0
223.75,9.48,21,0.71,0.01,0.05,Air,4.29,0.91,1.18,0.6,14,1813.17,60,42,2,0,816,109,8,0.36,0
482.54,2.51,13,0.82,0.09,0.03,Road,0.25,0.6,1.15,0.3,7,1301.9,45,21,3,0,170,196,12,0.07,1
457.41,5.5,5,0.8,0.07,0.03,Air,0.44,0.89,0.92,0.08,46,9374.61,90,36,2,1,203,788,8,0.41,0
138.11,7.22,16,0.9,0.02,0,Air,1.19,0.89,0.93,0.95,45,5815.17,90,21,1,1,275,402,6,0.65,1
81.21,7.27,26,0.76,0.06,0.02,Sea,4.44,0.8,1.04,0.54,18,1017.14,15,35,1,1,92,729,6,0.37,0
95.35,6.84,11,0.88,0.03,0.04,Air,1.66,0.62,1.17,0.58,32,2284.39,90,10,1,0,177,858,3,0.45,0
58.2,3.48,22,0.97,0.02,0.04,Air,0.96,0.83,0.8,0.62,2,7283.34,30,40,0,1,850,320,7,0.83,0
92.5,2.41,5,0.94,0.09,0,Road,3.58,0.91,0.96,0.89,41,387.02,90,29,1,0,664,270,12,0.04,0
357.35,6.72,13,0.98,0.04,0.03,Air,1.6,0.71,1.14,0.06,43,7283.99,60,41,1,2,564,78,8,0.33,1
82.03,6.39,28,0.99,0.04,0,Air,1.67,0.87,0.96,0.89,20,9123.5,30,34,2,2,353,47,2,0.49,1
193.54,2.61,11,0.7,0.02,0.05,Sea,3.69,0.74,1.09,0.24,29,658.18,15,37,1,1,21,75,5,0.3,1
430.19,7.35,25,0.89,0.04,0.04,Road,1.26,0.83,1.08,0.08,43,1945.56,15,48,1,0,543,484,6,0.45,0
60.47,5.1,19,0.82,0.09,0,Road,4.48,0.75,0.88,0.66,26,123.55,90,39,0,2,539,503,1,0.4,1
416.51,7.01,3,0.96,0.04,0.04,Sea,2.81,0.72,0.98,0.98,38,1179.4,90,24,1,0,459,756,12,0.92,1
176.83,8.54,15,0.78,0.1,0.05,Air,2.69,0.94,1.03,0.06,1,6208.22,15,11,2,0,583,476,5,0.49,1
103.17,2.53,7,0.99,0.09,0.02,Sea,1.32,0.9,1.09,0.43,5,543.7,30,15,0,2,710,73,3,0.48,1
363.53,1.17,7,0.88,0.01,0.04,Road,4.18,0.74,1.13,0.53,14,4315.77,45,26,3,1,965,756,3,0.25,0
333.02,8.01,6,0.94,0.02,0.02,Sea,2.86,0.77,1.1,0.25,25,5083.68,15,44,1,1,600,674,6,0.05,0
444.86,6.49,3,0.73,0.09,0.03,Road,0.78,0.88,0.81,0.98,48,9075.63,60,57,1,2,499,189,11,0.3,0
380.78,7.3,13,0.76,0.04,0.02,Sea,1.03,0.92,1.07,0.64,9,4795.47,30,15,1,3,176,687,1,0.03,0
411.57,8.54,7,0.93,0,0.02,Air,2.34,0.87,1,0.84,30,1511.2,45,24,3,0,978,854,5,0.83,1
176.92,8.23,5,0.71,0.03,0.02,Air,3.9,0.82,1.03,0.42,19,2963.99,45,21,0,3,671,998,5,0.2,0
129.85,9.65,23,0.95,0.06,0.01,Road,4.7,0.98,0.95,0.35,40,6754.73,30,21,0,1,474,796,5,0.91,0
387.78,5.82,18,0.7,0.08,0.04,Sea,3.32,0.91,1.09,0.55,8,1209.95,15,20,1,0,919,108,3,0.89,0
413.08,5.4,22,0.9,0.01,0.02,Road,2.53,0.65,1.07,0.44,16,2394.25,45,41,3,2,744,546,6,0.66,1
495.73,4.62,8,0.81,0.01,0.02,Air,1.25,0.82,1.03,0.71,8,9958.19,60,46,2,1,626,313,11,0.86,0
235.68,2.38,17,0.88,0.09,0.04,Road,3.36,0.76,1.14,0.27,23,154.79,30,57,3,1,775,82,1,0.88,0
217.41,6.15,20,0.91,0.08,0.02,Air,4.91,0.92,0.84,0.45,9,1606.61,90,49,1,1,16,966,10,0.78,0
399.39,3.49,27,0.8,0.06,0.03,Road,2.38,0.62,0.92,0.9,32,8452.49,15,42,3,2,172,556,1,0.51,0
203.36,9.29,1,0.73,0.08,0.05,Sea,0.81,0.76,1,0.76,37,1103.68,30,53,0,2,811,956,11,0.95,1
468.84,6.25,14,0.72,0.04,0.04,Air,0.52,0.73,1.18,0.17,34,433.05,60,48,0,3,204,152,2,0.82,1
436.29,6.34,17,0.88,0.08,0.01,Road,1.35,0.66,0.83,0.89,46,1300.99,45,26,0,2,328,223,4,0.13,1
243.05,4.19,10,0.86,0.04,0.02,Air,2.85,0.75,0.93,0.59,18,6966.61,15,17,2,3,139,726,10,0.42,0
387.89,1.47,12,0.92,0.02,0.05,Sea,4.73,0.87,1.17,0.68,45,9931.79,15,47,3,0,118,314,9,0.54,0
389.54,1.29,16,0.85,0.07,0.02,Air,1.5,0.74,1.16,0.29,44,5947.29,30,23,1,0,228,423,10,0.53,1
96.41,4.81,14,0.83,0.04,0.02,Sea,1.53,0.83,1.15,0.44,15,1330.73,30,47,1,0,515,926,8,0.38,0
456.15,1.76,27,0.82,0.1,0.01,Air,2.41,0.84,0.92,0.81,15,1919.41,60,31,0,1,438,738,11,0.53,1
277.36,6.46,16,0.71,0.03,0.01,Sea,4.59,0.83,1.14,0.33,29,5423.05,90,35,1,1,840,354,10,0.09,1
421.91,8.93,8,0.8,0.09,0.04,Air,2.1,0.81,1,0.17,23,7185.02,30,29,2,1,651,753,11,0.66,0
194.02,8.95,23,0.99,0.09,0.04,Sea,1.12,0.65,1.05,0.38,23,6662.83,30,15,3,2,253,607,2,0.5,1
